I	1.67183673469
should	1.83437641723
have	2.27555555556
kissed	2.48453514739
you,	2.94893424036
not	4.04027210884
dismissed	4.66721088435
you	5.66566893424
oh	6.78022675737
oh	7.68580498866
oh.	8.68426303855
.	9.24154195011
But	10.4954195011
I	10.8901587302
thought	11.099138322
I'd	11.5867573696
loose	11.6331972789
you,	12.1440362812
I	13.0496145125
may	13.281814059
amuse	13.6301133787
you	14.53569161
oh	15.6038095238
oh.	16.5558276644
.	17.1595464853
And	19.5279818594
all	19.8066213152
of	20.1781405896
the	20.5496598639
moonlight	20.7586394558
sparkling	21.9428571429
down	23.4057142857
from	24.1719727891
the	24.6131519274
sky.	24.8453514739
.	26.3082086168
Blue	29.1874829932
diamonds	29.7679818594
in	31.6952380952
your	32.0203174603
eyes.	32.4150566893
.	33.4831746032
Taste	37.8949659864
the	38.9630839002
sweetness	39.1952834467
of	41.0064399093
your	41.424399093
smile.	41.9352380952
.	43.7696145125
Dead	47.1132879819
Roses	47.7170068027
all	49.2495238095
the	49.5978231293
while.	49.7603628118
.	50.7588208617
