Unflinching	0.208979591837
foot	0.905578231293
gainst	1.23065759637
foot	2.06657596372
was	2.48453514739
set	2.71673469388
.	3.32045351474
Unceasing	3.64553287982
blow	4.96907029478
by	5.38702947846
blow	5.78176870748
was	6.2229478458
met	6.40870748299
.	7.15174603175
The	7.22140589569
groans	7.38394557823
of	7.77868480726
those	8.08054421769
who	8.6146031746
fell	9.03256235828
.	9.79882086168
Were	10.1471201814
drown'd	10.4025396825
amid	11.099138322
the	11.5867573696
shriller	11.8421768707
clang	12.4923356009
.	14.3267120181
That	14.6517913832
from	15.1394104308
the	15.4877097506
blades	15.5805895692
and	16.3700680272
harness	16.648707483
rang	18.2044444444
.	19.8530612245
And	20.5960997732
in	20.9908390023
the	21.6177777778
battle	21.6874376417
yell	24.4970521542
.	25.2168707483
Yet	25.8438095238
fast	26.1456689342
they	27.1905668934
fell	27.4924263039
unheard	28.4212244898
forgot	30.1162811791
.	32.2292970522
Both	32.5775963719
Southern	33.0884353741
fierce	33.9475736961
and	34.8995918367
hardy	35.1317913832
Scot	36.6875283447
.	38.3593650794
